datetime,LotID,Price_Model1,Price_Model2
2016-10-04 07:59:00,BHMBCCMKT01,10.211438474870018,10.754248423413532
2016-10-04 08:25:00,BHMBCCMKT01,10.221837088388215,10.75880844854434
2016-10-04 08:59:00,BHMBCCMKT01,10.277296360485268,11.250885827104113
2016-10-04 09:32:00,BHMBCCMKT01,10.370883882149046,11.29192605328136
2016-10-04 09:59:00,BHMBCCMKT01,10.51993067590988,11.146795653451601
2016-10-04 10:26:00,BHMBCCMKT01,10.613518197573656,11.866083884195628
2016-10-04 10:59:00,BHMBCCMKT01,10.759098786828423,13.099317347348938
2016-10-04 11:25:00,BHMBCCMKT01,10.856152512998268,12.615650681808201
2016-10-04 11:59:00,BHMBCCMKT01,10.897746967071058,
2016-10-04 12:29:00,BHMBCCMKT01,10.922010398613518,13.544963536687934
2016-10-04 13:02:00,BHMBCCMKT01,10.932409012131716,13.292257077327893
2016-10-04 13:29:00,BHMBCCMKT01,10.911611785095321,13.283137027066283
2016-10-04 14:02:00,BHMBCCMKT01,10.824956672443674,12.309622328585277
2016-10-04 14:29:00,BHMBCCMKT01,10.74523396880416,11.982313858085263
2016-10-04 14:57:00,BHMBCCMKT01,10.665511265164644,11.38604497198118
2016-10-04 15:30:00,BHMBCCMKT01,10.571923743500866,11.380086539143594
2016-10-04 16:04:00,BHMBCCMKT01,10.56152512998267,10.697278509446008
2016-10-04 16:31:00,BHMBCCMKT01,10.495667244367418,11.054298077020515
2016-10-05 07:57:00,BHMBCCMKT01,10.187175043327557,10.743608364774989
2016-10-05 08:30:00,BHMBCCMKT01,10.204506065857885,10.458860128829155
2016-10-05 09:04:00,BHMBCCMKT01,10.246100519930676,11.237205751711699
2016-10-05 09:30:00,BHMBCCMKT01,10.287694974003466,10.96309757440441
2016-10-05 10:04:00,BHMBCCMKT01,10.395147313691508,11.77032335644872
2016-10-05 10:30:00,BHMBCCMKT01,10.44367417677643,12.025482095990219
2016-10-05 11:04:00,BHMBCCMKT01,10.512998266897746,11.786921847924852
2016-10-05 11:30:00,BHMBCCMKT01,10.56152512998267,12.018692725239909
2016-10-05 12:04:00,BHMBCCMKT01,10.616984402079723,12.686179070497989
2016-10-05 12:30:00,BHMBCCMKT01,10.634315424610051,13.161536356911478
2016-10-05 12:57:00,BHMBCCMKT01,10.606585788561524,13.149376289896
2016-10-05 13:30:00,BHMBCCMKT01,10.620450606585788,13.038517012271535
2016-10-05 13:57:00,BHMBCCMKT01,10.60311958405546,12.03693282576313
2016-10-05 14:30:00,BHMBCCMKT01,10.547660311958406,12.188021658430475
2016-10-05 14:57:00,BHMBCCMKT01,10.50259965337955,11.525095338303197
2016-10-05 15:30:00,BHMBCCMKT01,10.447140381282496,11.325366237573933
2016-10-05 16:04:00,BHMBCCMKT01,10.419410745233968,11.313206170558452
2016-10-05 16:30:00,BHMBCCMKT01,10.395147313691508,10.624318107353126
2016-10-06 07:57:00,BHMBCCMKT01,10.20103986135182,10.749688398282728
2016-10-06 08:30:00,BHMBCCMKT01,10.21837088388215,10.757288440167404
2016-10-06 08:57:00,BHMBCCMKT01,10.24263431542461,10.76792849880595
